Day,Screen Time (Mins)
2022-09-26,319.05
2022-09-27,223.21666666666667
2022-09-28,296.5833333333333
2022-09-29,411.65000000000003
2022-09-30,227.81666666666666
2022-10-01,204.15
2022-10-02,280.6333333333333
2022-10-03,75.06666666666666
2022-10-04,3.216666666666667
2022-10-05,165.13333333333333
2022-10-06,87.75
2022-10-07,260.98333333333335
2022-10-08,146.41666666666666
2022-10-09,183.93333333333334
2022-10-10,238.78333333333333
2022-10-11,349.09999999999997
2022-10-12,223.75
2022-10-13,285.81666666666666
2022-10-14,247.13333333333335
2022-10-15,188.28333333333333
2022-10-16,153.9
2022-10-17,224.7
2022-10-18,142.76666666666665
2022-10-19,287.98333333333335
2022-10-20,210.28333333333333
2022-10-21,442.68333333333334
2022-10-22,241.15
2022-10-23,197.03333333333333
2022-10-24,422.21666666666664
2022-10-25,308.0
2022-10-26,293.68333333333334
2022-10-27,113.96666666666667
2022-10-28,118.1
2022-10-29,185.05
2022-10-30,348.73333333333335
2022-10-31,199.71666666666667
2022-11-01,235.9
2022-11-02,326.7
2022-11-03,200.6
2022-11-04,310.55
2022-11-05,96.96666666666667
2022-11-06,231.05
2022-11-07,205.56666666666666
2022-11-08,271.0333333333333
2022-11-09,195.48333333333332
2022-11-10,82.71666666666667
2022-11-11,138.55
2022-11-12,156.65
2022-11-13,227.16666666666666
2022-11-14,381.6
2022-11-15,232.79999999999998
2022-11-16,152.18333333333334
2022-11-17,276.1666666666667
2022-11-18,209.9
2022-11-19,103.81666666666666
2022-11-20,232.46666666666667
2022-11-21,331.8
2022-11-22,352.76666666666665
2022-11-23,307.8666666666667
2022-11-24,229.35
2022-11-25,337.35
2022-11-26,252.61666666666667
2022-11-27,349.0
2022-11-28,221.38333333333333
2022-11-29,66.96666666666667
2022-11-30,131.41666666666666
2022-12-01,162.75
